###=============================================================================================
# Broadstone Stream individual predation event data, used in the Gilljam et al AER v.45 chapter.
# 
# CSV-format:
# [Predator ID] [Predator Unique ID] [Predator mass] [Prey ID] [Prey mass] [Locality] [Season]
#
# Note that individual predators can have several prey, ie be represented on several rows,
# having the same Predator Unique ID.
#
# Taxa omitted from the original data set (see Guy's comments in the original Excel sheet):
# Platambus, Bezzia (Ceratopogonidae), Heterotanytarsus & Niphargus.
#
# Data originally from 	Guy Woodward (g.woodward@qmul.ac.uk)
# Reformatted by		David Gilljam (david.gilljam@liu.se)
###=============================================================================================

"","predID","predUniqueID","predMass","preyID","preyMass","locality","season"
"451","Sialis","Sialis1August",4.090642406,"Micropsectra",0.97,"Broadstone Stream","August"
"452","Sialis","Sialis1August",4.090642406,"Micropsectra",0.97,"Broadstone Stream","August"
"453","Sialis","Sialis1August",4.090642406,"Micropsectra",0.09,"Broadstone Stream","August"
"454","Sialis","Sialis1August",4.090642406,"Micropsectra",0.046,"Broadstone Stream","August"
"455","Sialis","Sialis1August",4.090642406,"Micropsectra",0.288,"Broadstone Stream","August"
"456","Sialis","Sialis1August",4.090642406,"Micropsectra",0.038,"Broadstone Stream","August"
"457","Sialis","Sialis2August",2.21738433,"Prodiamesa",0.93,"Broadstone Stream","August"
"458","Sialis","Sialis2August",2.21738433,"Micropsectra",0.2,"Broadstone Stream","August"
"459","Sialis","Sialis3August",1.542810084,"Prodiamesa",2.41,"Broadstone Stream","August"
"460","Sialis","Sialis5August",0.033478798,"Heterotrissocladius",0.005,"Broadstone Stream","August"
"461","Sialis","Sialis7August",0.033478798,"Micropsectra",0.0087,"Broadstone Stream","August"
"462","Sialis","Sialis14August",6.023545268,"Heterotrissocladius",0.022,"Broadstone Stream","August"
"463","Sialis","Sialis14August",6.023545268,"Micropsectra",0.05,"Broadstone Stream","August"
"464","Sialis","Sialis14August",6.023545268,"Micropsectra",0.24,"Broadstone Stream","August"
"465","Sialis","Sialis14August",6.023545268,"Micropsectra",0.11,"Broadstone Stream","August"
"466","Sialis","Sialis14August",6.023545268,"Brillia",0.2,"Broadstone Stream","August"
"467","Sialis","Sialis14August",6.023545268,"Polypedilum",0.0034,"Broadstone Stream","August"
"468","Sialis","Sialis14August",6.023545268,"Polypedilum",0.056,"Broadstone Stream","August"
"469","Sialis","Sialis14August",6.023545268,"Polypedilum",0.038,"Broadstone Stream","August"
"470","Sialis","Sialis20August",13.86515207,"Brillia",0.58,"Broadstone Stream","August"
"472","Sialis","Sialis22August",0.80810399,"Prodiamesa",0.4,"Broadstone Stream","August"
"473","Sialis","Sialis25August",5.324603445,"Macropelopia",0.16,"Broadstone Stream","August"
"474","Sialis","Sialis25August",5.324603445,"Leuctra.nigra",0.063,"Broadstone Stream","August"
"475","Sialis","Sialis25August",5.324603445,"Brillia",0.3,"Broadstone Stream","August"
"476","Sialis","Sialis25August",5.324603445,"Heterotrissocladius",0.016,"Broadstone Stream","August"
"477","Sialis","Sialis25August",5.324603445,"Heterotrissocladius",0.016,"Broadstone Stream","August"
"478","Sialis","Sialis25August",5.324603445,"Heterotrissocladius",0.026,"Broadstone Stream","August"
"479","Sialis","Sialis26August",4.090642406,"Heterotrissocladius",0.016,"Broadstone Stream","August"
"480","Sialis","Sialis26August",4.090642406,"Heterotrissocladius",0.081,"Broadstone Stream","August"
"481","Sialis","Sialis27August",3.060750545,"Heterotrissocladius",0.03,"Broadstone Stream","August"
"482","Sialis","Sialis30August",0.014544453,"Micropsectra",0.021,"Broadstone Stream","August"
"483","Sialis","Sialis35August",12.64637887,"Zavrelimyia",0.012,"Broadstone Stream","August"
"484","Sialis","Sialis36August",15.15840121,"Plectrocnemia",0.17,"Broadstone Stream","August"
"485","Sialis","Sialis36August",15.15840121,"Dicranota",0.0086,"Broadstone Stream","August"
"486","Sialis","Sialis36August",15.15840121,"Leuctra.nigra",0.01,"Broadstone Stream","August"
"487","Sialis","Sialis36August",15.15840121,"Heterotrissocladius",0.024,"Broadstone Stream","August"
"488","Sialis","Sialis36August",15.15840121,"Micropsectra",0.055,"Broadstone Stream","August"
"489","Sialis","Sialis37August",13.86515207,"Sialis",0.08,"Broadstone Stream","August"
"490","Sialis","Sialis37August",13.86515207,"Trissopelopia",0.14,"Broadstone Stream","August"
"491","Sialis","Sialis37August",13.86515207,"Leuctra.nigra",0.08,"Broadstone Stream","August"
"492","Sialis","Sialis37August",13.86515207,"Heterotrissocladius",0.024,"Broadstone Stream","August"
"493","Sialis","Sialis37August",13.86515207,"Heterotrissocladius",0.026,"Broadstone Stream","August"
"494","Sialis","Sialis37August",13.86515207,"Heterotrissocladius",0.033,"Broadstone Stream","August"
"495","Sialis","Sialis37August",13.86515207,"Heterotrissocladius",0.008,"Broadstone Stream","August"
"496","Sialis","Sialis37August",13.86515207,"Heterotrissocladius",0.06,"Broadstone Stream","August"
"497","Sialis","Sialis37August",13.86515207,"Heterotrissocladius",0.07,"Broadstone Stream","August"
"498","Sialis","Sialis37August",13.86515207,"Heterotrissocladius",0.086,"Broadstone Stream","August"
"499","Sialis","Sialis37August",13.86515207,"Micropsectra",0.1,"Broadstone Stream","August"
"500","Sialis","Sialis37August",13.86515207,"Brillia",0.04,"Broadstone Stream","August"
"501","Sialis","Sialis37August",13.86515207,"Polypedilum",0.02,"Broadstone Stream","August"
"502","Sialis","Sialis38August",4.68102466,"Sialis",0.037,"Broadstone Stream","August"
"503","Sialis","Sialis38August",4.68102466,"Leuctra.nigra",0.016,"Broadstone Stream","August"
"504","Sialis","Sialis38August",4.68102466,"Heterotrissocladius",0.024,"Broadstone Stream","August"
"505","Sialis","Sialis38August",4.68102466,"Heterotrissocladius",0.026,"Broadstone Stream","August"
"506","Sialis","Sialis38August",4.68102466,"Heterotrissocladius",0.033,"Broadstone Stream","August"
"507","Sialis","Sialis38August",4.68102466,"Heterotrissocladius",0.008,"Broadstone Stream","August"
"508","Sialis","Sialis38August",4.68102466,"Polypedilum",0.06,"Broadstone Stream","August"
"509","Sialis","Sialis39August",1.860114635,"Micropsectra",0.08,"Broadstone Stream","August"
"510","Sialis","Sialis39August",1.860114635,"Brillia",0.19,"Broadstone Stream","August"
"511","Sialis","Sialis43August",1.01907896,"Micropsectra",0.021,"Broadstone Stream","August"
"512","Sialis","Sialis43August",1.01907896,"Leuctra.nigra",0.026,"Broadstone Stream","August"
"513","Sialis","Sialis43August",1.01907896,"Leuctra.nigra",0.063,"Broadstone Stream","August"
"514","Sialis","Sialis46August",0.033478798,"Cyclopoids",1.22e-05,"Broadstone Stream","August"
"515","Sialis","Sialis55August",0.033478798,"Leuctra.nigra",0.0022,"Broadstone Stream","August"
"516","Sialis","Sialis59August",11.49998824,"Prodiamesa",0.94,"Broadstone Stream","August"
"517","Sialis","Sialis63August",7.596136538,"Prodiamesa",1.3,"Broadstone Stream","August"
"518","Sialis","Sialis64August",5.324603445,"Macropelopia",0.27,"Broadstone Stream","August"
"519","Sialis","Sialis64August",5.324603445,"Zavrelimyia",0.019,"Broadstone Stream","August"
"520","Sialis","Sialis64August",5.324603445,"Heterotrissocladius",0.011,"Broadstone Stream","August"
"521","Sialis","Sialis67August",16.52821302,"Prodiamesa",0.4,"Broadstone Stream","August"
"522","Sialis","Sialis67August",16.52821302,"Prodiamesa",1.3,"Broadstone Stream","August"
"523","Sialis","Sialis67August",16.52821302,"Polypedilum",0.095,"Broadstone Stream","August"
"524","Sialis","Sialis67August",16.52821302,"Polypedilum",0.08,"Broadstone Stream","August"
"525","Sialis","Sialis68August",16.52821302,"Leuctra.nigra",0.04,"Broadstone Stream","August"
"526","Sialis","Sialis68August",16.52821302,"Polypedilum",0.038,"Broadstone Stream","August"
"527","Sialis","Sialis68August",16.52821302,"Prodiamesa",1.82,"Broadstone Stream","August"
"528","Sialis","Sialis68August",16.52821302,"Prodiamesa",0.63,"Broadstone Stream","August"
"529","Sialis","Sialis69August",11.49998824,"Nemurella",0.28,"Broadstone Stream","August"
"530","Sialis","Sialis69August",11.49998824,"Leuctra.nigra",0.066,"Broadstone Stream","August"
"531","Sialis","Sialis69August",11.49998824,"Heterotrissocladius",0.07,"Broadstone Stream","August"
"532","Sialis","Sialis70August",2.616855366,"Trissopelopia",0.0047,"Broadstone Stream","August"
"533","Sialis","Sialis70August",2.616855366,"Heterotrissocladius",0.3,"Broadstone Stream","August"
"534","Sialis","Sialis70August",2.616855366,"Micropsectra",0.05,"Broadstone Stream","August"
"535","Sialis","Sialis70August",2.616855366,"Brillia",0.002,"Broadstone Stream","August"
"536","Sialis","Sialis72August",0.80810399,"Micropsectra",0.015,"Broadstone Stream","August"
"537","Sialis","Sialis72August",0.80810399,"Heterotrissocladius",0.003,"Broadstone Stream","August"
"538","Sialis","Sialis72August",0.80810399,"Heterotrissocladius",0.0025,"Broadstone Stream","August"
"539","Sialis","Sialis72August",0.80810399,"Heterotrissocladius",0.0177,"Broadstone Stream","August"
"540","Sialis","Sialis73August",0.80810399,"Trissopelopia",0.0054,"Broadstone Stream","August"
"541","Sialis","Sialis75August",0.627994733,"Micropsectra",0.0098,"Broadstone Stream","August"
"542","Sialis","Sialis78August",0.014544453,"Micropsectra",0.0098,"Broadstone Stream","August"
"543","Sialis","Sialis80August",1.542810084,"Prodiamesa",0.63,"Broadstone Stream","August"
"544","Sialis","Sialis81August",1.01907896,"Prodiamesa",0.4,"Broadstone Stream","August"
"545","Sialis","Sialis81August",1.01907896,"Micropsectra",0.051,"Broadstone Stream","August"
"546","Sialis","Sialis81August",1.01907896,"Polypedilum",0.03,"Broadstone Stream","August"
"547","Sialis","Sialis83August",0.014544453,"Heterotrissocladius",0.0046,"Broadstone Stream","August"
"548","Sialis","Sialis86August",0.476430987,"Heterotrissocladius",0.03,"Broadstone Stream","August"
"549","Sialis","Sialis88August",0.351070867,"Leuctra.nigra",0.08,"Broadstone Stream","August"
"550","Sialis","Sialis88August",0.351070867,"Heterotrissocladius",0.0023,"Broadstone Stream","August"
"551","Sialis","Sialis89August",0.014544453,"Micropsectra",0.029,"Broadstone Stream","August"
"552","Sialis","Sialis90August",0.033478798,"Leuctra.nigra",0.05,"Broadstone Stream","August"
"553","Sialis","Sialis93August",1.860114635,"Trissopelopia",0.0063,"Broadstone Stream","August"
"554","Sialis","Sialis93August",1.860114635,"Brillia",0.016,"Broadstone Stream","August"
"555","Sialis","Sialis96August",1.860114635,"Heterotrissocladius",0.0094,"Broadstone Stream","August"
"556","Sialis","Sialis96August",1.860114635,"Micropsectra",0.02,"Broadstone Stream","August"
"557","Sialis","Sialis96August",1.860114635,"Polypedilum",0.014,"Broadstone Stream","August"
"558","Sialis","Sialis96August",1.860114635,"Simuliidae",0.105,"Broadstone Stream","August"
"559","Sialis","Sialis96August",1.860114635,"Simuliidae",0.105,"Broadstone Stream","August"
"560","Sialis","Sialis97August",0.014544453,"Heterotrissocladius",0.0094,"Broadstone Stream","August"
"561","Sialis","Sialis100August",0.627994733,"Leuctra.nigra",0.065,"Broadstone Stream","August"
"562","Sialis","Sialis102August",4.090642406,"Leuctra.nigra",0.08,"Broadstone Stream","August"
"563","Sialis","Sialis102August",4.090642406,"Prodiamesa",0.17,"Broadstone Stream","August"
"564","Sialis","Sialis102August",4.090642406,"Prodiamesa",0.17,"Broadstone Stream","August"
"565","Sialis","Sialis102August",4.090642406,"Heterotrissocladius",0.03,"Broadstone Stream","August"
"566","Sialis","Sialis102August",4.090642406,"Heterotrissocladius",0.03,"Broadstone Stream","August"
"567","Pedicia","Pedicia2August",11.91949153,"Sialis",3.17,"Broadstone Stream","August"
"568","Pedicia","Pedicia2August",11.91949153,"Sialis",1.26,"Broadstone Stream","August"
"569","Pedicia","Pedicia3August",0.675354216,"Sialis",1.26,"Broadstone Stream","August"
"570","Pedicia","Pedicia4August",0.675354216,"Brillia",0.069,"Broadstone Stream","August"
"571","Pedicia","Pedicia6August",0.675354216,"Trissopelopia",0.0014,"Broadstone Stream","August"
"572","Plectrocnemia","Plectrocnemia2August",2.647792745,"Micropsectra",0.164,"Broadstone Stream","August"
"573","Plectrocnemia","Plectrocnemia2August",2.647792745,"Simuliidae",0.066,"Broadstone Stream","August"
"574","Plectrocnemia","Plectrocnemia2August",2.647792745,"Heterotrissocladius",0.029,"Broadstone Stream","August"
"575","Plectrocnemia","Plectrocnemia2August",2.647792745,"Heterotrissocladius",0.029,"Broadstone Stream","August"
"576","Plectrocnemia","Plectrocnemia2August",2.647792745,"Heterotrissocladius",0.017,"Broadstone Stream","August"
"577","Plectrocnemia","Plectrocnemia2August",2.647792745,"Heterotrissocladius",0.0095,"Broadstone Stream","August"
"578","Plectrocnemia","Plectrocnemia6August",3.915957239,"Macropelopia",0.04,"Broadstone Stream","August"
"579","Plectrocnemia","Plectrocnemia6August",3.915957239,"Heterotrissocladius",0.0165,"Broadstone Stream","August"
"580","Plectrocnemia","Plectrocnemia6August",3.915957239,"Cyclopoids",8e-06,"Broadstone Stream","August"
"581","Plectrocnemia","Plectrocnemia12August",3.457669717,"Leuctra.nigra",0.066,"Broadstone Stream","August"
"582","Plectrocnemia","Plectrocnemia14August",0.496477439,"Nemurella",7e-04,"Broadstone Stream","August"
"583","Plectrocnemia","Plectrocnemia22August",0.01305989,"Cyclopoids",5e-06,"Broadstone Stream","August"
"584","Plectrocnemia","Plectrocnemia26August",0.496477439,"Simuliidae",0.089,"Broadstone Stream","August"
"585","Plectrocnemia","Plectrocnemia28August",0.01305989,"Heterotrissocladius",0.0046,"Broadstone Stream","August"
"586","Plectrocnemia","Plectrocnemia29August",3.915957239,"Sialis",0.0085,"Broadstone Stream","August"
"587","Plectrocnemia","Plectrocnemia32August",0.140047226,"Zavrelimyia",0.003,"Broadstone Stream","August"
"588","Plectrocnemia","Plectrocnemia34August",2.647792745,"Potamophylax",0.96,"Broadstone Stream","August"
"589","Plectrocnemia","Plectrocnemia36August",3.457669717,"Sialis",0.063,"Broadstone Stream","August"
"590","Plectrocnemia","Plectrocnemia37August",3.457669717,"Trissopelopia",0.14,"Broadstone Stream","August"
"591","Plectrocnemia","Plectrocnemia37August",3.457669717,"Nemurella",1,"Broadstone Stream","August"
"592","Plectrocnemia","Plectrocnemia59August",0.054590367,"Nemurella",0.0037,"Broadstone Stream","August"
"593","Plectrocnemia","Plectrocnemia60August",0.054590367,"Cyclopoids",5e-06,"Broadstone Stream","August"
"594","Macropelopia","Macropelopia1August",0.002642261,"Polypedilum",0.00076,"Broadstone Stream","August"
"595","Macropelopia","Macropelopia1August",0.002642261,"Polypedilum",3e-04,"Broadstone Stream","August"
"596","Macropelopia","Macropelopia2August",0.002642261,"Micropsectra",0.004,"Broadstone Stream","August"
"597","Macropelopia","Macropelopia2August",0.002642261,"Micropsectra",0.0036,"Broadstone Stream","August"
"598","Macropelopia","Macropelopia6August",0.002642261,"Simuliidae",0.017,"Broadstone Stream","August"
"599","Macropelopia","Macropelopia8August",0.012638282,"Trissopelopia",6.3e-05,"Broadstone Stream","August"
"600","Macropelopia","Macropelopia8August",0.012638282,"Heterotrissocladius",0.00093,"Broadstone Stream","August"
"601","Macropelopia","Macropelopia9August",0.012638282,"Heterotrissocladius",0.0024,"Broadstone Stream","August"
"602","Macropelopia","Macropelopia10August",0.038366446,"Heterotrissocladius",0.0012,"Broadstone Stream","August"
"603","Macropelopia","Macropelopia11August",0.038366446,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"604","Macropelopia","Macropelopia12August",0.038366446,"Polypedilum",0.0014,"Broadstone Stream","August"
"605","Macropelopia","Macropelopia13August",0.038366446,"Heterotrissocladius",0.006,"Broadstone Stream","August"
"606","Macropelopia","Macropelopia14August",0.038366446,"Heterotrissocladius",7e-04,"Broadstone Stream","August"
"607","Macropelopia","Macropelopia15August",0.038366446,"Nemurella",0.00085,"Broadstone Stream","August"
"608","Macropelopia","Macropelopia15August",0.038366446,"Heterotrissocladius",0.00093,"Broadstone Stream","August"
"609","Macropelopia","Macropelopia15August",0.038366446,"Heterotrissocladius",0.0045,"Broadstone Stream","August"
"610","Macropelopia","Macropelopia16August",0.038366446,"Micropsectra",0.005,"Broadstone Stream","August"
"611","Macropelopia","Macropelopia16August",0.038366446,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"612","Macropelopia","Macropelopia16August",0.038366446,"Heterotrissocladius",0.009,"Broadstone Stream","August"
"613","Macropelopia","Macropelopia16August",0.038366446,"Heterotrissocladius",0.0046,"Broadstone Stream","August"
"614","Macropelopia","Macropelopia17August",0.090787115,"Heterotrissocladius",0.006,"Broadstone Stream","August"
"615","Macropelopia","Macropelopia18August",0.090787115,"Heterotrissocladius",0.0046,"Broadstone Stream","August"
"616","Macropelopia","Macropelopia18August",0.090787115,"Brillia",0.00093,"Broadstone Stream","August"
"617","Macropelopia","Macropelopia19August",0.090787115,"Heterotrissocladius",0.006,"Broadstone Stream","August"
"618","Macropelopia","Macropelopia19August",0.090787115,"Heterotrissocladius",0.004,"Broadstone Stream","August"
"619","Macropelopia","Macropelopia20August",0.557092549,"Trissopelopia",0.000218,"Broadstone Stream","August"
"620","Macropelopia","Macropelopia20August",0.557092549,"Heterotrissocladius",5e-04,"Broadstone Stream","August"
"621","Macropelopia","Macropelopia20August",0.557092549,"Micropsectra",0.0144,"Broadstone Stream","August"
"622","Macropelopia","Macropelopia20August",0.557092549,"Polypedilum",0.004,"Broadstone Stream","August"
"623","Macropelopia","Macropelopia21August",0.557092549,"Heterotrissocladius",0.0015,"Broadstone Stream","August"
"624","Macropelopia","Macropelopia22August",0.557092549,"Trissopelopia",2e-04,"Broadstone Stream","August"
"625","Macropelopia","Macropelopia22August",0.557092549,"Polypedilum",0.003,"Broadstone Stream","August"
"626","Macropelopia","Macropelopia22August",0.557092549,"Heterotrissocladius",0.0018,"Broadstone Stream","August"
"627","Macropelopia","Macropelopia22August",0.557092549,"Heterotrissocladius",0.0035,"Broadstone Stream","August"
"628","Macropelopia","Macropelopia22August",0.557092549,"Heterotrissocladius",0.0035,"Broadstone Stream","August"
"629","Macropelopia","Macropelopia23August",0.557092549,"Heterotrissocladius",0.0046,"Broadstone Stream","August"
"630","Macropelopia","Macropelopia24August",0.557092549,"Trissopelopia",0.00035,"Broadstone Stream","August"
"631","Macropelopia","Macropelopia24August",0.557092549,"Micropsectra",0.0087,"Broadstone Stream","August"
"632","Macropelopia","Macropelopia24August",0.557092549,"Heterotrissocladius",0.0035,"Broadstone Stream","August"
"633","Macropelopia","Macropelopia24August",0.557092549,"Heterotrissocladius",0.0035,"Broadstone Stream","August"
"634","Macropelopia","Macropelopia25August",0.557092549,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"635","Macropelopia","Macropelopia26August",0.557092549,"Zavrelimyia",0.00035,"Broadstone Stream","August"
"636","Macropelopia","Macropelopia27August",0.557092549,"Heterotrissocladius",0.0024,"Broadstone Stream","August"
"637","Macropelopia","Macropelopia29August",0.557092549,"Heterotrissocladius",0.0095,"Broadstone Stream","August"
"638","Macropelopia","Macropelopia30August",0.012638282,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"639","Macropelopia","Macropelopia31August",0.012638282,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"640","Macropelopia","Macropelopia33August",0.090787115,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"641","Macropelopia","Macropelopia33August",0.090787115,"Cyclopoids",3e-06,"Broadstone Stream","August"
"642","Macropelopia","Macropelopia39August",0.002642261,"Heterotrissocladius",0.0093,"Broadstone Stream","August"
"643","Macropelopia","Macropelopia39August",0.002642261,"Micropsectra",0.0029,"Broadstone Stream","August"
"644","Macropelopia","Macropelopia39August",0.002642261,"Polypedilum",0.00073,"Broadstone Stream","August"
"645","Macropelopia","Macropelopia41August",0.002642261,"Prodiamesa",0.000231,"Broadstone Stream","August"
"646","Macropelopia","Macropelopia41August",0.002642261,"Micropsectra",0.005,"Broadstone Stream","August"
"647","Macropelopia","Macropelopia52August",0.090787115,"Prodiamesa",7e-04,"Broadstone Stream","August"
"648","Macropelopia","Macropelopia52August",0.090787115,"Polypedilum",0.0035,"Broadstone Stream","August"
"649","Macropelopia","Macropelopia55August",0.877760607,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"650","Macropelopia","Macropelopia57August",0.090787115,"Cyclopoids",5e-06,"Broadstone Stream","August"
"651","Macropelopia","Macropelopia63August",0.090787115,"Oligochaetae",0.2,"Broadstone Stream","August"
"652","Macropelopia","Macropelopia64August",0.002642261,"Micropsectra",0.004,"Broadstone Stream","August"
"653","Macropelopia","Macropelopia71August",0.002642261,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"654","Macropelopia","Macropelopia72August",0.002642261,"Polypedilum",0.00093,"Broadstone Stream","August"
"655","Macropelopia","Macropelopia73August",0.002642261,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"656","Macropelopia","Macropelopia80August",0.012638282,"Heterotrissocladius",0.0024,"Broadstone Stream","August"
"657","Macropelopia","Macropelopia83August",0.090787115,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"658","Macropelopia","Macropelopia88August",0.090787115,"Heterotrissocladius",0.0027,"Broadstone Stream","August"
"659","Macropelopia","Macropelopia93August",0.090787115,"Heterotrissocladius",0.0024,"Broadstone Stream","August"
"660","Macropelopia","Macropelopia93August",0.090787115,"Micropsectra",0.003,"Broadstone Stream","August"
"661","Macropelopia","Macropelopia93August",0.090787115,"Brillia",0.0014,"Broadstone Stream","August"
"662","Macropelopia","Macropelopia94August",0.090787115,"Oligochaetae",0.074,"Broadstone Stream","August"
"663","Macropelopia","Macropelopia97August",0.557092549,"Prodiamesa",0.0018,"Broadstone Stream","August"
"664","Macropelopia","Macropelopia97August",0.557092549,"Heterotrissocladius",0.0046,"Broadstone Stream","August"
"665","Macropelopia","Macropelopia98August",0.002642261,"Brillia",6e-04,"Broadstone Stream","August"
"666","Macropelopia","Macropelopia99August",0.090787115,"Micropsectra",0.0013,"Broadstone Stream","August"
"667","Macropelopia","Macropelopia100August",0.090787115,"Micropsectra",0.004,"Broadstone Stream","August"
"668","Macropelopia","Macropelopia114August",0.038366446,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"669","Macropelopia","Macropelopia125August",0.038366446,"Micropsectra",0.021,"Broadstone Stream","August"
"670","Macropelopia","Macropelopia130August",0.332719638,"Zavrelimyia",2.6e-05,"Broadstone Stream","August"
"671","Macropelopia","Macropelopia131August",0.332719638,"Heterotrissocladius",0.0024,"Broadstone Stream","August"
"672","Macropelopia","Macropelopia131August",0.332719638,"Heterotrissocladius",0.004,"Broadstone Stream","August"
"673","Macropelopia","Macropelopia133August",0.332719638,"Micropsectra",0.049,"Broadstone Stream","August"
"674","Macropelopia","Macropelopia141August",0.557092549,"Prodiamesa",0.014,"Broadstone Stream","August"
"675","Macropelopia","Macropelopia141August",0.557092549,"Prodiamesa",0.00096,"Broadstone Stream","August"
"676","Macropelopia","Macropelopia153August",0.090787115,"Heterotrissocladius",2e-04,"Broadstone Stream","August"
"677","Macropelopia","Macropelopia154August",0.090787115,"Heterotrissocladius",0.0012,"Broadstone Stream","August"
"678","Macropelopia","Macropelopia155August",0.090787115,"Heterotrissocladius",0.00093,"Broadstone Stream","August"
"679","Macropelopia","Macropelopia163August",0.090787115,"Heterotrissocladius",0.0035,"Broadstone Stream","August"
"680","Macropelopia","Macropelopia169August",0.090787115,"Micropsectra",0.0036,"Broadstone Stream","August"
"681","Macropelopia","Macropelopia172August",0.090787115,"Heterotrissocladius",0.0035,"Broadstone Stream","August"
"682","Macropelopia","Macropelopia173August",0.090787115,"Polypedilum",6e-04,"Broadstone Stream","August"
"683","Macropelopia","Macropelopia180August",0.557092549,"Leuctra.nigra",0.00985,"Broadstone Stream","August"
"684","Macropelopia","Macropelopia180August",0.557092549,"Micropsectra",0.006,"Broadstone Stream","August"
"685","Macropelopia","Macropelopia183August",0.557092549,"Leuctra.nigra",0.00985,"Broadstone Stream","August"
"686","Macropelopia","Macropelopia185August",0.557092549,"Heterotrissocladius",0.0035,"Broadstone Stream","August"
"687","Macropelopia","Macropelopia185August",0.557092549,"Heterotrissocladius",0.0016,"Broadstone Stream","August"
"688","Macropelopia","Macropelopia186August",0.557092549,"Trissopelopia",5e-04,"Broadstone Stream","August"
"689","Macropelopia","Macropelopia186August",0.557092549,"Polypedilum",0.00019,"Broadstone Stream","August"
"690","Macropelopia","Macropelopia187August",0.557092549,"Zavrelimyia",0.00053,"Broadstone Stream","August"
"691","Macropelopia","Macropelopia187August",0.557092549,"Polypedilum",0.0024,"Broadstone Stream","August"
"692","Dicranota","Dicranota3August",0.492799911,"Leuctra.nigra",0.0054,"Broadstone Stream","August"
"693","Dicranota","Dicranota3August",0.492799911,"Leuctra.nigra",0.013,"Broadstone Stream","August"
"694","Dicranota","Dicranota3August",0.492799911,"Leuctra.nigra",0.008,"Broadstone Stream","August"
"695","Dicranota","Dicranota3August",0.492799911,"Leuctra.nigra",0.008,"Broadstone Stream","August"
"696","Dicranota","Dicranota4August",0.066718367,"Leuctra.nigra",0.005,"Broadstone Stream","August"
"697","Dicranota","Dicranota7August",0.222745252,"Heterotrissocladius",0.038,"Broadstone Stream","August"
"698","Dicranota","Dicranota10August",1.431943831,"Heterotrissocladius",0.03,"Broadstone Stream","August"
"699","Dicranota","Dicranota13August",1.758356724,"Heterotrissocladius",0.022,"Broadstone Stream","August"
"700","Dicranota","Dicranota13August",1.758356724,"Heterotrissocladius",0.022,"Broadstone Stream","August"
"701","Dicranota","Dicranota13August",1.758356724,"Heterotrissocladius",0.022,"Broadstone Stream","August"
"702","Dicranota","Dicranota13August",1.758356724,"Heterotrissocladius",0.022,"Broadstone Stream","August"
"703","Dicranota","Dicranota13August",1.758356724,"Heterotrissocladius",0.022,"Broadstone Stream","August"
"704","Dicranota","Dicranota13August",1.758356724,"Micropsectra",0.146,"Broadstone Stream","August"
"705","Dicranota","Dicranota13August",1.758356724,"Micropsectra",0.146,"Broadstone Stream","August"
"706","Dicranota","Dicranota13August",1.758356724,"Micropsectra",0.054,"Broadstone Stream","August"
"707","Dicranota","Dicranota14August",0.342512319,"Leuctra.nigra",0.008,"Broadstone Stream","August"
"708","Dicranota","Dicranota14August",0.342512319,"Cyclopoids",5e-06,"Broadstone Stream","August"
"709","Dicranota","Dicranota19August",0.492799911,"Leuctra.nigra",0.0017,"Broadstone Stream","August"
"710","Dicranota","Dicranota20August",0.579941019,"Heterotrissocladius",0.0054,"Broadstone Stream","August"
"711","Cordulegaster","Cordulegaster1August",111.7667744,"Plectrocnemia",0.01105,"Broadstone Stream","August"
"712","Cordulegaster","Cordulegaster1August",111.7667744,"Potamophylax",0.7,"Broadstone Stream","August"
"713","Cordulegaster","Cordulegaster1August",111.7667744,"Polypedilum",0.02,"Broadstone Stream","August"
"714","Cordulegaster","Cordulegaster1August",111.7667744,"Prodiamesa",0.63,"Broadstone Stream","August"
"715","Cordulegaster","Cordulegaster1August",111.7667744,"Prodiamesa",0.63,"Broadstone Stream","August"
"716","Cordulegaster","Cordulegaster1August",111.7667744,"Prodiamesa",0.63,"Broadstone Stream","August"
"717","Cordulegaster","Cordulegaster77August",1.985455183,"Trissopelopia",0.026,"Broadstone Stream","August"
"718","Cordulegaster","Cordulegaster74August",160.1509112,"Sialis",2.08,"Broadstone Stream","August"
"719","Cordulegaster","Cordulegaster74August",160.1509112,"Plectrocnemia",9.4,"Broadstone Stream","August"
"720","Cordulegaster","Cordulegaster74August",160.1509112,"Nemurella",0.032,"Broadstone Stream","August"
"721","Cordulegaster","Cordulegaster74August",160.1509112,"Micropsectra",0.084,"Broadstone Stream","August"
"722","Cordulegaster","Cordulegaster4August",169.4493486,"Macropelopia",1.5,"Broadstone Stream","August"
